App,Category,Rating,Reviews,Size,Install,Type,Price,Content_Rating,Genres,Last_Updated,Android_Version
slither.io,GAME,4.4,5234810,Varies with device,100000000,Free,0,Everyone,Action,11/14/17,2.3 and up
Hungry Shark Evolution,GAME,4.5,6074334,100,100000000,Free,0,Teen,Arcade,07/25/18,Varies with device
Temple Run 2,GAME,4.3,8118937,62,500000000,Free,0,Everyone,Action,07/05/18,4.4 and up
Kick the Buddy,GAME,4.3,1000417,Varies with device,50000000,Free,0,Teen,Action,07/05/18,4.0.3 and up
Magic Tiles 3,GAME,4.5,592282,Varies with device,50000000,Free,0,Everyone,Music,08/03/18,Varies with device
Bowmasters,GAME,4.7,1535084,Varies with device,50000000,Free,0,Teen,Action,07/23/18,4.1 and up
Piano Tiles 2™,GAME,4.7,8118880,Varies with device,100000000,Free,0,Everyone,Arcade,08/03/18,4.1 and up
Pokémon GO,GAME,4.1,10424925,85,100000000,Free,0,Everyone,Adventure,07/23/18,5.0 and up
Wordscapes,GAME,4.8,230727,87,10000000,Free,0,Everyone,Word,08/02/18,2.0 and up
Paint Hit,GAME,4.4,37023,33,10000000,Free,0,Everyone,Casual,07/06/18,Varies with device
Snake VS Block,GAME,4.2,422244,32,50000000,Free,0,Teen,Arcade,04/23/18,2.2 and up
Rolly Vortex,GAME,4.4,98123,40,10000000,Free,0,Teen,Arcade,05/25/18,4.0 and up
Woody Puzzle,GAME,4.7,21262,29,1000000,Free,0,Everyone,Puzzle,08/03/18,Varies with device
Stack Jump,GAME,4.3,118253,40,10000000,Free,0,Teen,Arcade,05/03/18,Varies with device
Color by Number – New Coloring Book,GAME,4.7,141529,24,5000000,Free,0,Everyone 10+,Board,08/01/18,Varies with device
The Cube,GAME,4.2,70226,38,5000000,Free,0,Everyone,Arcade,07/25/18,4.0 and up
Extreme Car Driving Simulator,GAME,4.3,2251012,52,100000000,Free,0,Everyone,Racing,05/03/18,4.4 and up
Bricks n Balls,GAME,4.4,30253,Varies with device,1000000,Free,0,Everyone,Casual,08/05/18,Varies with device
The Fish Master!,GAME,4.1,15763,54,1000000,Free,0,Everyone,Arcade,07/17/18,Varies with device
Color Road,GAME,4.1,84911,71,10000000,Free,0,Everyone,Arcade,07/19/18,Varies with device
Draw In,GAME,4.2,46416,73,10000000,Free,0,Everyone,Arcade,07/23/18,2.3.3 and up
Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946926,57,50000000,Free,0,Everyone,Simulation,03/05/18,4.0.3 and up
PLANK!,GAME,4.7,7196,38,500000,Free,0,Everyone,Arcade,07/17/18,Varies with device
Looper!,GAME,4.6,48256,62,1000000,Free,0,Everyone,Puzzle,07/20/18,Varies with device
Trivia Crack,GAME,4.5,6427773,95,100000000,Free,0,Everyone,Trivia,08/03/18,Varies with device
Will it Crush?,GAME,3.1,25825,16,5000000,Free,0,Everyone,Simulation,05/22/18,Varies with device
Tomb of the Mask,GAME,4.1,55380,39,5000000,Free,0,Everyone,Action,07/24/18,4.1 and up
Baseball Boy!,GAME,3.4,148177,78,10000000,Free,0,Everyone,Arcade,07/27/18,4.0 and up
PUBG MOBILE,GAME,4.4,3715656,36,50000000,Free,0,Teen,Action,07/24/18,4.0 and up
Episode - Choose Your Story,GAME,4.3,1841061,Varies with device,50000000,Free,0,Teen,Simulation,07/31/18,4.0 and up
Hello Stars,GAME,4.6,101686,31,10000000,Free,0,Everyone,Puzzle,08/04/18,4.0.3 and up
Run Sausage Run!,GAME,4.4,275447,Varies with device,10000000,Free,0,Everyone 10+,Arcade,08/01/18,4.0 and up
Tank Stars,GAME,4.3,174755,98,10000000,Free,0,Everyone 10+,Arcade,07/11/18,Varies with device
Castle Clash: Heroes of the Empire US,GAME,4.6,4578476,24,50000000,Free,0,Everyone 10+,Strategy,07/17/18,4.1 and up
Hole.io,GAME,4.2,145353,85,10000000,Free,0,Teen,Arcade,07/24/18,Varies with device
Helix Jump,GAME,4.2,1499373,33,100000000,Free,0,Everyone,Action,04/09/18,4.1 and up
Mini Golf King - Multiplayer Game,GAME,4.5,531458,100,5000000,Free,0,Everyone,Sports,07/20/18,5.0 and up
PUBG MOBILE,GAME,4.4,3714270,36,50000000,Free,0,Teen,Action,07/24/18,4.1 and up
Flip the Gun - Simulator Game,GAME,4.2,195558,86,10000000,Free,0,Everyone,Arcade,07/26/18,4.1 and up
Mad Skills BMX 2,GAME,4.5,29940,80,1000000,Free,0,Everyone,Action,07/26/18,4.1 and up
Wordscapes,GAME,4.8,230727,87,10000000,Free,0,Everyone,Word,08/02/18,4.4 and up
"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,4.4,41975,79,1000000,Free,0,Everyone,Racing,07/19/18,Varies with device
Word Link,GAME,4.6,216675,30,10000000,Free,0,Everyone,Word,08/01/18,4.1 and up
Last Day on Earth: Survival,GAME,4.5,2311785,87,10000000,Free,0,Teen,Action,08/01/18,4.0 and up
MARVEL Strike Force,GAME,4.3,165888,91,5000000,Free,0,Teen,Role Playing,07/31/18,4.4 and up
Partymasters - Fun Idle Game,GAME,4.6,541144,63,10000000,Free,0,Teen,Arcade,07/12/18,4.1 and up
Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,Varies with device,10000000,Free,0,Teen,Adventure,08/01/18,4.4 and up
Offroad Outlaws,GAME,4.4,29168,Varies with device,1000000,Free,0,Everyone,Racing,05/29/18,4.1 and up
Grim Soul: Dark Fantasy Survival,GAME,4.5,189773,95,5000000,Free,0,Teen,Role Playing,07/18/18,4.1 and up
DRAGON BALL LEGENDS,GAME,4.6,337752,48,5000000,Free,0,Teen,Action,08/03/18,4.1 and up
Disney Heroes: Battle Mode,GAME,4.6,102107,Varies with device,5000000,Free,0,Everyone 10+,Strategy,07/31/18,Varies with device
Homescapes,GAME,4.6,3093358,Varies with device,10000000,Free,0,Everyone,Casual,07/13/18,4.2 and up
New YAHTZEE® With Buddies Dice Game,GAME,4.1,42079,93,5000000,Free,0,Everyone,Board,07/05/18,4.1 and up
Word Crossy - A crossword game,GAME,4.5,240416,53,5000000,Free,0,Everyone,Word,08/01/18,4.1 and up
MLB TAP SPORTS BASEBALL 2018,GAME,4.6,32506,82,1000000,Free,0,Everyone,Sports,06/27/18,4.4 and up
Hero Hunters,GAME,4.4,70747,99,5000000,Free,0,Teen,Action,07/31/18,4.1 and up
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49,10000000,Free,0,Everyone,Arcade,07/30/18,4.4 and up
Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,4.6,15403,25,1000000,Free,0,Everyone,Casual,08/02/18,4.1 and up
TerraGenesis - Space Colony,GAME,4.3,38957,Varies with device,1000000,Free,0,Everyone,Simulation,08/02/18,Varies with device
Merge Dragons!,GAME,4.5,214777,91,5000000,Free,0,Everyone,Puzzle,07/30/18,4.0.3 and up
SHADOWGUN LEGENDS,GAME,4.6,100609,52,1000000,Free,0,Teen,Action,07/16/18,4.2 and up
RULES OF SURVIVAL,GAME,4.2,1343866,56,10000000,Free,0,Teen,Action,08/01/18,4.0.3 and up
Mafia City,GAME,4.5,168717,56,10000000,Free,0,Mature 17+,Strategy,08/03/18,4.0.3 and up
"Cash, Inc. Money Clicker Game & Business Adventure",GAME,4.8,549720,85,10000000,Free,0,Everyone,Simulation,07/19/18,4.4 and up
Dino War: Rise of Beasts,GAME,4.1,18996,81,1000000,Free,0,Teen,Strategy,08/01/18,4.0 and up
Tokyo Ghoul: Dark War,GAME,4.3,25094,82,1000000,Free,0,Teen,Role Playing,07/06/18,4.1 and up
Last Shelter: Survival,GAME,4.4,93033,98,5000000,Free,0,Teen,Strategy,08/04/18,4.0.3 and up
Guns of Glory,GAME,4,120592,77,10000000,Free,0,Everyone 10+,Strategy,07/31/18,4.1 and up
Lineage 2: Revolution,GAME,4.2,187972,99,5000000,Free,0,Teen,Role Playing,07/11/18,5.0 and up
Final Fantasy XV: A New Empire,GAME,4,484981,Varies with device,10000000,Free,0,Everyone 10+,Strategy,06/15/18,4.4 and up
Girls' Frontline,GAME,4.2,2055,96,100000,Free,0,Teen,Strategy,05/18/18,4.0.3 and up
Chapters: Interactive Stories,GAME,4.5,73539,96,1000000,Free,0,Mature 17+,Role Playing,08/02/18,4.1 and up
Honkai Impact 3rd,GAME,4.7,59017,82,1000000,Free,0,Teen,Action,07/03/18,5.0 and up
Master of Eternity(MOE),GAME,4.2,5829,70,100000,Free,0,Teen,Strategy,07/26/18,4.1 and up
The Game of Life,GAME,4.4,18621,63,100000,Paid,2.99,Everyone,Board,07/04/18,4.0 and up
Clue,GAME,4.6,19922,35,100000,Paid,1.99,Everyone 10+,Board,07/30/18,4.0.3 and up
The Room: Old Sins,GAME,4.9,21119,48,100000,Paid,4.99,Everyone,Puzzle,04/18/18,4.0 and up
The Escapists,GAME,4.4,7412,84,100000,Paid,4.99,Teen,Strategy,04/26/18,4.1 and up
Farming Simulator 18,GAME,4.5,18125,15,100000,Paid,4.99,Everyone,Simulation,,4.0.3 and up
RollerCoaster Tycoon® Classic,GAME,4.6,10795,69,100000,Paid,5.99,Everyone,Simulation,12/21/17,4.0 and up
Call of Duty:Black Ops Zombies,GAME,4.2,13004,46,100000,Paid,6.99,Teen,Action,12/20/16,4.0.3 and up
Star Wars ™: DIRTY,GAME,4.5,38207,15,100000,Paid,9.99,Teen,Role Playing,10/19/15,4.2 and up
Monument Valley 2,GAME,4.6,9394,33,100000,Paid,4.99,Everyone,Puzzle,11/30/17,Varies with device
DRAGON BALL LEGENDS,GAME,4.6,337913,48,5000000,Free,0,Teen,Action,08/03/18,4.1 and up
ROBLOX,GAME,4.5,4449882,67,100000000,Free,0,Everyone 10+,Adventure,,4.0.3 and up
Candy Crush Saga,GAME,4.4,22429716,74,500000000,Free,0,Everyone,Casual,07/05/18,4.0.3 and up
Angry Birds 2,GAME,4.6,3883589,57,100000000,Free,0,Everyone,Casual,07/26/18,5.0 and up
8 Ball Pool,GAME,4.5,14200550,52,100000000,Free,0,Everyone,Sports,07/31/18,4.0 and up
Fallout Shelter,GAME,4.6,2719142,25,10000000,Free,0,Teen,Simulation,06/11/18,4.1 and up
Harry Potter: Hogwarts Mystery,GAME,4.4,1107197,Varies with device,10000000,Free,0,Teen,Adventure,08/01/18,4.1 and up
PUBG MOBILE,GAME,4.4,3716278,36,50000000,Free,0,Teen,Action,07/24/18,4.1 and up
The Sims™ FreePlay,GAME,4.3,931595,31,10000000,Free,0,Teen,Simulation,07/16/18,4.1 and up
MARVEL Strike Force,GAME,4.3,165928,91,5000000,Free,0,Teen,Role Playing,07/31/18,4.1 and up
Best Fiends - Free Puzzle Game,GAME,4.6,1480189,Varies with device,10000000,Free,0,Everyone,Casual,08/02/18,4.4 and up
MARVEL Contest of Champions,GAME,4.3,2468063,92,50000000,Free,0,Teen,Action,07/30/18,4.1 and up
Jurassic World™ Alive,GAME,4.3,309176,70,5000000,Free,0,Everyone 10+,Simulation,08/02/18,5.0 and up
Choices: Stories You Play,GAME,4.6,807338,93,10000000,Free,0,Teen,Simulation,07/30/18,4.4 and up
Solitaire TriPeaks,GAME,4.5,446434,52,10000000,Free,0,Everyone,Card,08/01/18,4.1 and up
Merge Dragons!,GAME,4.5,214819,91,5000000,Free,0,Everyone,Puzzle,07/30/18,4.1 and up
The Walking Dead: Road to Survival,GAME,4.2,522466,37,10000000,Free,0,Mature 17+,Role Playing,06/19/18,4.0.3 and up
Hustle Castle: Fantasy Kingdom,GAME,4.7,584126,64,10000000,Free,0,Everyone 10+,Role Playing,07/27/18,4.1 and up
Might & Magic: Elemental Guardians,GAME,4.3,32551,35,500000,Free,0,Mature 17+,Role Playing,07/12/18,4.1 and up
Game of Thrones: Conquest™,GAME,4,90218,97,1000000,Free,0,Teen,Strategy,08/03/18,4.1 and up
Love Nikki-Dress UP Queen,GAME,4.4,212524,93,5000000,Free,0,Everyone,Role Playing,07/24/18,Varies with device
Summoners War,GAME,4.3,2045554,28,50000000,Free,0,Teen,Role Playing,07/30/18,5.0 and up
FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,83,5000000,Free,0,Teen,Role Playing,07/17/18,5.0 and up
Idle Heroes,GAME,4.7,416540,99,10000000,Free,0,Everyone 10+,Role Playing,05/30/18,4.1 and up
Fate/Grand Order (English),GAME,4.4,16601,55,500000,Free,0,Teen,Role Playing,07/26/18,4.0.3 and up
Honkai Impact 3rd,GAME,4.7,59017,82,1000000,Free,0,Teen,Action,07/03/18,4.0.3 and up
Lords Mobile: Battle of the Empires - Strategy RPG,GAME,4.4,3057481,14,50000000,Free,0,Teen,Strategy,07/26/18,4.2 and up
War and Order,GAME,4.3,224514,81,5000000,Free,0,Teen,Strategy,07/18/18,4.4 and up
Dungeon Hunter Champions: Epic Online Action RPG,GAME,4.2,26247,Varies with device,1000000,Free,0,Teen,Role Playing,07/26/18,Varies with device
Candy Crush Saga,GAME,4.4,22430188,74,500000000,Free,0,Everyone,Casual,07/05/18,4.1 and up
ROBLOX,GAME,4.5,4449910,67,100000000,Free,0,Everyone 10+,Adventure,,4.2 and up
8 Ball Pool,GAME,4.5,14201891,52,100000000,Free,0,Everyone,Sports,07/31/18,4.1 and up
Subway Surfers,GAME,4.5,27725352,76,1000000000,Free,0,Everyone 10+,Arcade,07/12/18,4.1 and up
Candy Crush Soda Saga,GAME,4.4,6199095,67,100000000,Free,0,Everyone,Casual,07/10/18,4.1 and up
Zombie Hunter King,GAME,4.3,10493,50,1000000,Free,0,Mature 17+,Action,08/01/18,4.3 and up
Bubble Shooter,GAME,4.5,148945,46,10000000,Free,0,Everyone,Casual,07/17/18,4.1 and up
Toon Blast,GAME,4.7,1351771,Varies with device,10000000,Free,0,Everyone,Puzzle,07/30/18,4.0.3 and up
Toy Blast,GAME,4.7,1889582,Varies with device,50000000,Free,0,Everyone,Puzzle,07/23/18,4.1 and up
Clash Royale,GAME,4.6,23136735,97,100000000,Free,0,Everyone 10+,Strategy,06/27/18,4.1 and up
Clash of Clans,GAME,4.6,44893888,98,100000000,Free,0,Everyone 10+,Strategy,07/15/18,4.0.3 and up
Farm Heroes Saga,GAME,4.4,7614415,70,100000000,Free,0,Everyone,Casual,07/26/18,4.1 and up
Plants vs. Zombies FREE,GAME,4.4,4067651,69,100000000,Free,0,Everyone 10+,Strategy,07/06/18,Varies with device
Word Search,GAME,4.7,295576,3.9,10000000,Free,0,Everyone,Word,06/06/18,4.0.3 and up
Block Puzzle,GAME,4.6,59907,7.8,5000000,Free,0,Everyone,Puzzle,03/06/18,4.1 and up
Super Jim Jump - pixel 3d,GAME,4.5,10460,18,1000000,Free,0,Everyone,Arcade,07/11/18,4.1 and up
Pou,GAME,4.3,10486018,24,500000000,Free,0,Everyone,Casual,05/25/18,4.2 and up
Temple Run 2,GAME,4.3,8119151,62,500000000,Free,0,Everyone,Action,07/05/18,4.0.3 and up
Flow Free,GAME,4.3,1295625,11,100000000,Free,0,Everyone,Puzzle,04/11/18,4.1 and up
Homescapes,GAME,4.6,3093932,Varies with device,10000000,Free,0,Everyone,Casual,07/13/18,4.0.3 and up
Wordscapes,GAME,4.8,230849,87,10000000,Free,0,Everyone,Word,08/02/18,4.1 and up
My Talking Angela,GAME,4.5,9883367,99,100000000,Free,0,Everyone,Casual,07/03/18,4.2 and up
slither.io,GAME,4.4,5235294,Varies with device,100000000,Free,0,Everyone,Action,11/14/17,4.1 and up
Cooking Fever,GAME,4.5,3198176,82,100000000,Free,0,Everyone,Arcade,07/12/18,4.1 and up
Yes day,GAME,4.5,10055521,94,100000000,Free,0,Everyone,Casual,06/28/18,4.0.3 and up
Gardenscapes,GAME,4.6,4129665,Varies with device,50000000,Free,0,Everyone,Casual,07/13/18,4.1 and up
Fishdom,GAME,4.6,2158580,Varies with device,10000000,Free,0,Everyone,Puzzle,07/19/18,4.0.3 and up
Galaxy Attack: Alien Shooter,GAME,4.6,506593,Varies with device,10000000,Free,0,Everyone,Arcade,08/01/18,4.1 and up
Score! Hero,GAME,4.6,5419676,96,100000000,Free,0,Everyone,Sports,06/13/18,4.0 and up
Zombie Catchers,GAME,4.7,990723,75,10000000,Free,0,Everyone,Action,05/24/18,4.1 and up
Magic Tiles 3,GAME,4.5,592504,Varies with device,50000000,Free,0,Everyone,Music,08/03/18,4.0.3 and up
Jewels Star: OZ adventure,GAME,4.5,21892,14,1000000,Free,0,Everyone,Puzzle,12/29/17,4.1 and up
Granny,GAME,4.5,1138239,59,50000000,Free,0,Teen,Arcade,05/29/18,4.1 and up
Dream League Soccer 2018,GAME,4.6,9883806,74,100000000,Free,0,Everyone,Sports,07/16/18,4.0.3 and up
Sweet Fruit Candy,GAME,4.5,197540,29,10000000,Free,0,Everyone,Puzzle,07/16/18,4.0.3 and up
Fruits Bomb,GAME,4.4,74695,17,10000000,Free,0,Everyone,Casual,07/06/18,4.0.3 and up
Angry Birds Classic,GAME,4.4,5566889,97,100000000,Free,0,Everyone,Arcade,05/24/18,4.2 and up
Talking Tom Gold Run,GAME,4.6,2698882,78,100000000,Free,0,Everyone,Action,07/31/18,4.0 and up
Bowmasters,GAME,4.7,1535973,Varies with device,50000000,Free,0,Teen,Action,07/23/18,4.1 and up
My Talking Tom,GAME,4.5,14892469,Varies with device,500000000,Free,0,Everyone,Casual,07/19/18,4.0 and up
Hill Climb Racing,GAME,4.4,8923818,63,100000000,Free,0,Everyone,Racing,07/02/18,4.4 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7674252,Varies with device,100000000,Free,0,Mature 17+,Action,08/02/18,4.3 and up
Pixel Art: Color by Number Game,GAME,4.7,1125438,25,10000000,Free,0,Everyone,Puzzle,07/17/18,4.0.3 and up
Shoot Bubble - Fruit Splash,GAME,4.6,29445,29,5000000,Free,0,Everyone,Casual,05/11/18,4.0.3 and up
Rider,GAME,4.5,655145,72,10000000,Free,0,Teen,Arcade,07/17/17,4.0.3 and up
Zombie Tsunami,GAME,4.4,4921451,Varies with device,100000000,Free,0,Everyone 10+,Arcade,06/15/18,4.0.3 and up
Garena Free Fire,GAME,4.5,5476569,53,100000000,Free,0,Teen,Action,08/03/18,4.0.3 and up
Doodle Jump,GAME,4.3,1083571,Varies with device,50000000,Free,0,Everyone,Arcade,07/20/18,4.0.3 and up
Subway Surfers,GAME,4.5,27725352,76,1000000000,Free,0,Everyone 10+,Arcade,07/12/18,4.0.3 and up
Helix Jump,GAME,4.2,1500999,33,100000000,Free,0,Everyone,Action,04/09/18,4.4 and up
Crossy Road,GAME,4.5,4230886,60,100000000,Free,0,Everyone,Action,08/01/18,4.0.3 and up
Temple Run 2,GAME,4.3,8119154,62,500000000,Free,0,Everyone,Action,07/05/18,4.0 and up
slither.io,GAME,4.4,5235294,Varies with device,100000000,Free,0,Everyone,Action,11/14/17,4.0.3 and up
Bowmasters,GAME,4.7,1535973,Varies with device,50000000,Free,0,Teen,Action,07/23/18,4.4 and up
Talking Tom Gold Run,GAME,4.6,2698889,78,100000000,Free,0,Everyone,Action,07/31/18,4.0.3 and up
Zombie Catchers,GAME,4.7,990663,75,10000000,Free,0,Everyone,Action,05/24/18,4.0 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7674252,Varies with device,100000000,Free,0,Mature 17+,Action,08/02/18,4.0.3 and up
Swamp Attack,GAME,4.4,2119218,70,50000000,Free,0,Everyone 10+,Action,06/29/18,4.0.3 and up
Earn to Die 2,GAME,4.6,1327265,99,50000000,Free,0,Teen,Racing,04/12/17,4.0.3 and up
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,184210,99,10000000,Free,0,Everyone,Action,07/30/18,4.0 and up
Kick the Buddy,GAME,4.3,1003269,Varies with device,50000000,Free,0,Teen,Action,07/05/18,4.1 and up
Hungry Shark World,GAME,4.5,1242855,27,50000000,Free,0,Teen,Action,07/18/18,4.1 and up
Dude Perfect 2,GAME,4.5,401425,70,10000000,Free,0,Everyone,Action,04/12/17,4.0.3 and up
Shadow Fight 2,GAME,4.6,10979062,88,100000000,Free,0,Everyone 10+,Action,07/02/18,4.0.3 and up
Alto's Adventure,GAME,4.6,515657,63,10000000,Free,0,Everyone,Action,06/05/18,4.0.3 and up
DEER HUNTER 2018,GAME,4.3,955656,82,10000000,Free,0,Teen,Action,06/26/18,4.0.3 and up
DRAGON BALL LEGENDS,GAME,4.6,337913,48,5000000,Free,0,Teen,Action,08/03/18,3.0 and up
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468591,Varies with device,50000000,Free,0,Mature 17+,Action,07/23/18,4.0 and up
Cover Fire: offline shooting games for free,GAME,4.7,725897,31,10000000,Free,0,Teen,Action,08/03/18,4.1 and up
Anger of stick 5 : zombie,GAME,4.5,549039,23,50000000,Free,0,Teen,Action,08/03/18,4.4 and up
CATS: Crash Arena Turbo Stars,GAME,4.7,1559650,Varies with device,50000000,Free,0,Everyone,Action,07/09/18,4.1 and up
Soul Knight,GAME,4.7,292164,59,10000000,Free,0,Everyone 10+,Action,08/01/18,4.0.3 and up
Major 05hem,GAME,4.6,520962,39,10000000,Free,0,Teen,Action,06/28/17,4.0.3 and up
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,54,10000000,Free,0,Teen,Action,03/14/17,4.4 and up
Strawberry Shortcake BerryRush,GAME,4.3,525517,48,10000000,Free,0,Everyone,Action,,4.0.3 and up
Extreme Match,GAME,4.5,696,Varies with device,100000,Free,0,Everyone,Action,07/05/18,4.0.3 and up
Power Rangers Dino Charge,GAME,4.3,194969,30,10000000,Free,0,Everyone 10+,Action,01/29/18,4.0.3 and up
Zombie Hunter: Post Apocalypse Survival Games,GAME,4.4,327599,66,10000000,Free,0,Teen,Action,07/28/17,4.0.3 and up
Agar.io,GAME,4.2,3816799,32,100000000,Free,0,Everyone,Action,07/23/18,4.0.3 and up
Zombie Hunter King,GAME,4.3,10538,50,1000000,Free,0,Mature 17+,Action,08/01/18,4.1 and up
Garena Free Fire,GAME,4.5,5476569,53,100000000,Free,0,Teen,Action,08/03/18,4.1 and up
Battlelands Royale,GAME,4.4,105620,61,1000000,Free,0,Everyone 10+,Action,07/16/18,4.0 and up
Once Upon a Tower,GAME,4.7,37139,49,1000000,Free,0,Everyone 10+,Action,01/24/18,4.0.3 and up
TEKKEN™,GAME,4.2,147791,38,5000000,Free,0,Teen,Action,07/26/18,4.0.3 and up
diep.io,GAME,4.1,347883,20,10000000,Free,0,Everyone,Action,03/16/18,4.0 and up
Arrow.io,GAME,4.5,343263,Varies with device,10000000,Free,0,Everyone 10+,Action,08/06/18,3.0 and up
BEYBLADE BURST app,GAME,4.5,216849,Varies with device,10000000,Free,0,Everyone,Action,,4.0.3 and up
Dragon Hills,GAME,4.5,354373,66,10000000,Free,0,Everyone 10+,Action,10/12/17,4.0.3 and up
Bus Rush: Subway Edition,GAME,4.1,753043,57,100000000,Free,0,Teen,Action,08/01/18,4.2 and up
DC Super Hero Girls™,GAME,4.3,43055,95,5000000,Free,0,Everyone,Action,,4.1 and up
Tiny Archers,GAME,4.5,80678,Varies with device,5000000,Free,0,Mature 17+,Action,05/25/18,4.2 and up
Metal Soldiers 2,GAME,4.4,153381,Varies with device,10000000,Free,0,Teen,Action,06/18/18,4.1 and up
Runner 3d like,GAME,4.5,559,32,100000,Free,0,Everyone 10+,Action,08/03/18,4.1 and up
War Robots,GAME,4.6,3073251,33,50000000,Free,0,Everyone 10+,Action,07/25/18,4.1 and up
Dinosaur Simulator: Dino World,GAME,4,26649,66,5000000,Free,0,Teen,Action,08/05/18,5.0 and up
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75,50000000,Free,0,Teen,Action,08/01/18,4.0.3 and up
Quiz: Logo game,GAME,4.5,306764,29,10000000,Free,0,Everyone,Trivia,08/03/18,4.0.3 and up
Candy Crush Saga,GAME,4.4,22430188,74,500000000,Free,0,Everyone,Casual,07/05/18,4.0 and up
Plants vs. Zombies FREE,GAME,4.4,4067651,69,100000000,Free,0,Everyone 10+,Strategy,07/06/18,4.0.3 and up
Block Puzzle,GAME,4.6,59907,7.8,5000000,Free,0,Everyone,Puzzle,03/06/18,4.0.3 and up
Helix Jump,GAME,4.2,1500622,33,100000000,Free,0,Everyone,Action,04/09/18,4.2 and up
8 Ball Pool,GAME,4.5,141604,52,100000000,Free,0,Everyone,Sports,07/31/18,5.0 and up
Jewels Legend - Match 3 Puzzle,GAME,4.6,280098,50,10000000,Free,0,Everyone,Arcade,07/20/18,4.1 and up
Bubble Shooter,GAME,4.5,148990,46,10000000,Free,0,Everyone,Casual,07/17/18,4.3 and up
Solitaire,GAME,4.7,154264,12,10000000,Free,0,Everyone,Card,06/08/18,4.0.3 and up
Bubble Shooter Genies,GAME,4.5,26985,41,5000000,Free,0,Everyone,Casual,06/04/18,4.4 and up
Blossom Blast Saga,GAME,4.5,1125438,63,10000000,Free,0,Everyone,Casual,07/05/18,4.4 and up
Traffic Racer,GAME,4.5,5387781,53,100000000,Free,0,Everyone,Racing,02/27/18,4.0.3 and up
Hill Climb Racing,GAME,4.4,8923847,63,100000000,Free,0,Everyone,Racing,07/02/18,Varies with device
Earn to Die 2,GAME,4.6,1327269,99,50000000,Free,0,Teen,Racing,04/12/17,4.0.3 and up
Bubble Shooter 2,GAME,4.3,23043,Varies with device,5000000,Free,0,Everyone,Arcade,07/25/18,4.0.3 and up
Candy Bomb,GAME,4.4,42145,20,10000000,Free,0,Everyone,Casual,,4.0.3 and up
Flow Free,GAME,4.3,1295625,11,100000000,Free,0,Everyone,Puzzle,04/11/18,4.1 and up
Zombie Catchers,GAME,4.7,990796,75,10000000,Free,0,Everyone,Action,05/24/18,4.0.3 and up
Gems or jewels ?,GAME,4.7,171448,13,10000000,Free,0,Teen,Puzzle,08/03/18,4.4 and up
Angry Birds Rio,GAME,4.4,2610680,46,100000000,Free,0,Everyone,Arcade,07/03/18,4.1 and up
Candy Crush Jelly Saga,GAME,4.3,1300619,78,50000000,Free,0,Everyone,Puzzle,07/20/18,4.4 and up
Cut the Rope FULL FREE,GAME,4.4,2123793,49,100000000,Free,0,Everyone,Puzzle,07/05/18,4.1 and up
Jewels Star: OZ adventure,GAME,4.5,21892,14,1000000,Free,0,Everyone,Puzzle,12/29/17,4.0.3 and up
Hungry Shark Evolution,GAME,4.5,6074627,100,100000000,Free,0,Teen,Arcade,07/25/18,4.0.3 and up
Power Pop Bubbles,GAME,4.4,104303,Varies with device,10000000,Free,0,Everyone,Arcade,08/02/18,4.0.3 and up
Angry Birds Classic,GAME,4.4,5566908,97,100000000,Free,0,Everyone,Arcade,05/24/18,4.0 and up
Best Fiends - Free Puzzle Game,GAME,4.6,1480182,Varies with device,10000000,Free,0,Everyone,Casual,08/02/18,4.1 and up
Hill Climb Racing 2,GAME,4.6,2750645,Varies with device,100000000,Free,0,Everyone,Racing,08/02/18,4.0.3 and up
Jewels classic Prince,GAME,4.4,47644,15,5000000,Free,0,Everyone,Puzzle,06/15/18,4.0.3 and up
Fruit Block - Puzzle Legend,GAME,4.6,125647,33,10000000,Free,0,Everyone,Casual,07/23/18,4.0.3 and up
Bubble Shooter Space,GAME,4.2,4355,Varies with device,1000000,Free,0,Everyone,Casual,07/17/17,4.0.3 and up
Swamp Attack,GAME,4.4,2119235,70,50000000,Free,0,Everyone 10+,Action,06/29/18,4.0.3 and up
1LINE – One Line with One Touch,GAME,4.6,214878,10,10000000,Free,0,Everyone,Board,08/03/18,4.0 and up
Stick War: Legacy,GAME,4.6,811040,77,10000000,Free,0,Teen,Strategy,05/10/18,4.4 and up
Bowmasters,GAME,4.7,1536349,Varies with device,50000000,Free,0,Teen,Action,07/23/18,4.0.3 and up
Magic Tiles 3,GAME,4.5,592504,Varies with device,50000000,Free,0,Everyone,Music,08/03/18,4.0 and up
